+-------------+----------+---------------------+
| order_date  |  region  |     daily_sales     |
| 2015-01-02  | East     | 1932.096            |
| 2015-01-03  | Central  | 1768.2215999999999  |
| 2015-01-04  | South    | 192.22              |
| 2015-01-04  | Central  | 72.24000000000001   |
| 2015-01-05  | West     | 205.104             |
| 2015-01-05  | East     | 90.168              |
| 2015-01-06  | West     | 31.538              |
| 2015-01-09  | South    | 364.07              |
| 2015-01-10  | East     | 1018.104            |
| 2015-01-12  | East     | 854.614             |
| 2015-01-13  | West     | 612.4580000000001   |
| 2015-01-13  | South    | 9.82                |
| 2015-01-17  | Central  | 254.744             |
| 2015-01-17  | South    | 88.96               |
| 2015-01-17  | East     | 6.68                |
| 2015-01-19  | Central  | 301.742             |
| 2015-01-23  | West     | 43.66               |
| 2015-01-24  | South    | 13.12               |
| 2015-01-26  | West     | 182.72              |
| 2015-01-27  | West     | 2803.92             |
| 2015-01-27  | East     | 769.332             |
| 2015-01-28  | South    | 4297.644            |
| 2015-01-30  | West     | 2147.3360000000002  |
| 2015-01-30  | Central  | 14.304              |
| 2015-01-31  | Central  | 99.26000000000002   |
| 2015-02-03  | Central  | 178.37              |
| 2015-02-03  | West     | 149.064             |
| 2015-02-03  | East     | 90.882              |
| 2015-02-03  | South    | 74.52               |
| 2015-02-06  | East     | 1558.42             |
| 2015-02-06  | Central  | 692.2139999999999   |
| 2015-02-06  | South    | 176.63              |
| 2015-02-06  | West     | 5.28                |
| 2015-02-07  | South    | 324.10999999999996  |
| 2015-02-08  | East     | 107.982             |
| 2015-02-08  | Central  | 21.11               |
| 2015-02-09  | Central  | 581.6320000000001   |
| 2015-02-09  | West     | 203.92              |
| 2015-02-10  | East     | 77.24               |
| 2015-02-14  | East     | 1079.962            |
| 2015-02-15  | Central  | 974.9000000000001   |
| 2015-02-15  | West     | 627.4800000000001   |
| 2015-02-16  | West     | 124.55              |
| 2015-02-16  | East     | 35.88               |
| 2015-02-18  | West     | 105.844             |
| 2015-02-20  | East     | 286.79              |
| 2015-02-20  | South    | 29.99               |
| 2015-02-21  | East     | 2541.98             |
| 2015-02-21  | West     | 49.12               |
| 2015-02-22  | Central  | 79.36               |
| 2015-02-23  | East     | 37.775999999999996  |
| 2015-02-25  | East     | 25.869999999999997  |
| 2015-02-27  | East     | 620.351             |
| 2015-02-27  | West     | 538.92              |
| 2015-02-28  | South    | 551.264             |
| 2015-03-01  | Central  | 1379.1663999999998  |
| 2015-03-01  | West     | 200.73600000000002  |
| 2015-03-01  | South    | 58.72               |
| 2015-03-01  | East     | 3.552               |
| 2015-03-02  | West     | 787.53              |
+-------------+----------+---------------------+
| order_date  |  region  |     daily_sales     |
+-------------+----------+---------------------+
| 2015-03-02  | Central  | 112.03999999999999  |
| 2015-03-05  | East     | 1588.313            |
| 2015-03-05  | Central  | 380.954             |
| 2015-03-06  | West     | 1555.244            |
| 2015-03-07  | East     | 807.54              |
| 2015-03-08  | Central  | 2540.448            |
| 2015-03-08  | East     | 19.44               |
| 2015-03-08  | West     | 3.408               |
| 2015-03-09  | Central  | 473.4               |
| 2015-03-09  | South    | 4.608               |
| 2015-03-10  | East     | 89.82               |
| 2015-03-10  | Central  | 1.112               |
| 2015-03-12  | South    | 51.016              |
| 2015-03-13  | West     | 1384.856            |
| 2015-03-14  | East     | 688.46              |
| 2015-03-14  | West     | 19.44               |
| 2015-03-15  | West     | 16.776              |
| 2015-03-16  | South    | 6911.7              |
| 2015-03-16  | West     | 215.09              |
| 2015-03-16  | East     | 103.42              |
| 2015-03-17  | East     | 48.84               |
| 2015-03-19  | West     | 5189.393999999999   |
| 2015-03-19  | Central  | 449.0496            |
| 2015-03-19  | South    | 14.496              |
| 2015-03-20  | East     | 1445.674            |
| 2015-03-20  | Central  | 73.21600000000001   |
| 2015-03-20  | West     | 29.304              |
| 2015-03-21  | South    | 1270.379            |
| 2015-03-22  | West     | 1701.44             |
| 2015-03-22  | South    | 617.912             |
| 2015-03-22  | Central  | 162.072             |
| 2015-03-23  | West     | 466.04999999999995  |
| 2015-03-23  | Central  | 107.772             |
| 2015-03-23  | South    | 59.480000000000004  |
| 2015-03-24  | Central  | 359.058             |
| 2015-03-24  | West     | 46.9                |
| 2015-03-24  | South    | 6.992               |
| 2015-03-26  | West     | 3393.68             |
| 2015-03-26  | East     | 1155.338            |
| 2015-03-26  | South    | 74.352              |
| 2015-03-27  | West     | 83.7                |
| 2015-03-28  | West     | 199.64000000000001  |
| 2015-03-28  | East     | 43.704              |
| 2015-03-29  | South    | 1172.48             |
| 2015-03-29  | West     | 368.96              |
| 2015-03-29  | East     | 17.64               |
| 2015-03-30  | Central  | 571.224             |
| 2015-03-31  | Central  | 120.756             |
| 2015-03-31  | South    | 79.96               |
| 2015-04-02  | West     | 159.776             |
| 2015-04-02  | Central  | 139.44400000000002  |
| 2015-04-04  | Central  | 1273.6060000000002  |
| 2015-04-04  | East     | 210.992             |
| 2015-04-05  | East     | 1660.26             |
| 2015-04-05  | West     | 1156.004            |
| 2015-04-05  | South    | 157.794             |
| 2015-04-06  | Central  | 92.052              |
| 2015-04-06  | South    | 47.952              |
| 2015-04-07  | Central  | 847.2               |
| 2015-04-07  | East     | 60.236000000000004  |
| 2015-04-09  | East     | 388.08              |
| 2015-04-09  | West     | 369.912             |
| 2015-04-10  | East     | 156.70999999999998  |
| 2015-04-10  | West     | 12.832              |
| 2015-04-11  | West     | 692.728             |
| 2015-04-11  | East     | 513.73              |
| 2015-04-11  | South    | 121.888             |
| 2015-04-12  | West     | 40.74               |
| 2015-04-13  | West     | 2113.92             |
| 2015-04-13  | Central  | 1078.7579999999998  |
| 2015-04-14  | West     | 35.208              |
| 2015-04-16  | South    | 2298.8999999999996  |
| 2015-04-16  | Central  | 1483.528            |
| 2015-04-16  | East     | 379.544             |
| 2015-04-17  | West     | 2572.5              |
| 2015-04-17  | East     | 172.606             |
| 2015-04-18  | West     | 1124.57             |
| 2015-04-18  | Central  | 753.96              |
| 2015-04-18  | South    | 106.5               |
| 2015-04-18  | East     | 21.93               |
| 2015-04-19  | Central  | 329.96              |
| 2015-04-20  | South    | 896.3100000000001   |
| 2015-04-20  | Central  | 298.416             |
| 2015-04-21  | South    | 893.09              |
| 2015-04-22  | West     | 152.916             |
| 2015-04-24  | East     | 25.99               |
| 2015-04-25  | Central  | 679.232             |
| 2015-04-25  | East     | 206.43              |
| 2015-04-25  | West     | 35.284              |
| 2015-04-26  | South    | 1195.8995           |
| 2015-04-26  | West     | 485.784             |
| 2015-04-26  | Central  | 408.422             |
| 2015-04-27  | East     | 2670.19             |
| 2015-04-27  | West     | 49.400000000000006  |
| 2015-04-28  | Central  | 4044.3619999999996  |
| 2015-04-29  | East     | 7.968               |
| 2015-04-30  | East     | 1304.13             |
| 2015-04-30  | Central  | 213.115             |
| 2015-04-30  | West     | 54.45               |
| 2015-05-01  | South    | 277.632             |
+-------------+----------+---------------------+
| order_date  |  region  |     daily_sales     |
+-------------+----------+---------------------+
| 2015-05-01  | West     | 173.308             |
| 2015-05-02  | Central  | 167.232             |
| 2015-05-03  | West     | 1140.572            |
| 2015-05-03  | East     | 1058.188            |
| 2015-05-04  | Central  | 1094.5620000000001  |
| 2015-05-04  | East     | 26.8                |
| 2015-05-07  | Central  | 259.942             |
| 2015-05-07  | South    | 45.68               |
| 2015-05-08  | East     | 3430.81             |
| 2015-05-08  | Central  | 545.9100000000001   |
| 2015-05-08  | West     | 5.248               |
| 2015-05-09  | South    | 48.81               |
| 2015-05-10  | Central  | 107.75399999999999  |
| 2015-05-10  | West     | 46.688              |
| 2015-05-11  | West     | 191.968             |
| 2015-05-12  | Central  | 769.024             |
| 2015-05-12  | West     | 254.696             |
| 2015-05-12  | East     | 36.63               |
| 2015-05-13  | Central  | 238.384             |
| 2015-05-14  | West     | 2570.7075           |
| 2015-05-14  | East     | 570.492             |
| 2015-05-15  | East     | 51.968              |
| 2015-05-15  | South    | 17.94               |
| 2015-05-16  | South    | 255.968             |
| 2015-05-17  | East     | 87.1                |
| 2015-05-17  | Central  | 47.368              |
| 2015-05-18  | West     | 10.86               |
| 2015-05-20  | South    | 169.54399999999998  |
| 2015-05-21  | West     | 26.976              |
| 2015-05-21  | East     | 24.588              |
| 2015-05-21  | Central  | 20.768              |
| 2015-05-22  | West     | 3862.0980000000004  |
| 2015-05-23  | Central  | 925.83              |
| 2015-05-23  | South    | 186.69              |
| 2015-05-23  | West     | 140.986             |
| 2015-05-23  | East     | 51.45               |
| 2015-05-24  | Central  | 610.3069999999999   |
| 2015-05-25  | West     | 860.458             |
| 2015-05-25  | South    | 467.04              |
| 2015-05-25  | Central  | 411.91999999999996  |
| 2015-05-26  | Central  | 610.156             |
| 2015-05-26  | South    | 352.168             |
| 2015-05-26  | West     | 20.24               |
| 2015-05-28  | East     | 787.516             |
| 2015-05-28  | West     | 6.63                |
| 2015-05-29  | West     | 740.73              |
| 2015-05-29  | East     | 451.722             |
| 2015-05-29  | Central  | 12.39               |
| 2015-05-30  | East     | 529.14              |
| 2015-05-30  | South    | 151.96              |
| 2015-05-31  | Central  | 2802.3559999999998  |
| 2015-05-31  | West     | 1990.4899999999998  |
| 2015-05-31  | East     | 375.02              |
| 2015-05-31  | South    | 10.272              |
| 2015-06-01  | Central  | 822.438             |
| 2015-06-01  | West     | 11.76               |
| 2015-06-04  | West     | 1126.5900000000001  |
| 2015-06-04  | East     | 65.72               |
| 2015-06-05  | East     | 1522.638            |
| 2015-06-05  | Central  | 10.56               |
| 2015-06-07  | East     | 52.248              |
| 2015-06-07  | West     | 7.52                |
| 2015-06-08  | South    | 937.6080000000001   |
| 2015-06-08  | Central  | 145.504             |
| 2015-06-09  | West     | 495.736             |
| 2015-06-09  | South    | 288.42              |
| 2015-06-09  | Central  | 12.96               |
| 2015-06-11  | South    | 3373.5640000000003  |
| 2015-06-12  | East     | 93.93199999999999   |
| 2015-06-12  | South    | 55.984              |
| 2015-06-12  | Central  | 24.56               |
| 2015-06-13  | South    | 982.77              |
| 2015-06-13  | East     | 109.50400000000002  |
| 2015-06-13  | West     | 36.624              |
| 2015-06-14  | East     | 51.072              |
| 2015-06-15  | West     | 722.472             |
| 2015-06-15  | South    | 11.672              |
| 2015-06-16  | East     | 3190.5640000000003  |
| 2015-06-16  | Central  | 253.34000000000003  |
| 2015-06-18  | South    | 1730.1029999999998  |
| 2015-06-18  | West     | 152.98399999999998  |
| 2015-06-19  | Central  | 234.712             |
| 2015-06-19  | West     | 205.73              |
| 2015-06-19  | East     | 5.904               |
| 2015-06-20  | West     | 509.56              |
| 2015-06-20  | East     | 319.984             |
| 2015-06-21  | South    | 107.976             |
| 2015-06-22  | East     | 1217.568            |
| 2015-06-22  | Central  | 796.425             |
| 2015-06-22  | West     | 4.96                |
| 2015-06-23  | West     | 568.558             |
| 2015-06-23  | South    | 268.4               |
| 2015-06-25  | West     | 618.792             |
| 2015-06-25  | Central  | 128.928             |
| 2015-06-25  | East     | 109.36              |
| 2015-06-26  | Central  | 1013.78             |
| 2015-06-26  | South    | 535.36              |
| 2015-06-26  | East     | 43.056              |
| 2015-06-28  | West     | 627.664             |
| 2015-06-28  | East     | 498.492             |
+-------------+----------+---------------------+
| order_date  |  region  |     daily_sales     |
+-------------+----------+---------------------+
| 2015-06-28  | South    | 260.31              |
| 2015-06-29  | Central  | 269.98              |
| 2015-06-29  | East     | 162.946             |
| 2015-07-02  | Central  | 1338.5939999999998  |
| 2015-07-02  | South    | 273.868             |
| 2015-07-02  | East     | 19.44               |
| 2015-07-03  | East     | 458.072             |
| 2015-07-03  | South    | 365.91              |
| 2015-07-04  | Central  | 1099.96             |
| 2015-07-04  | West     | 22.848              |
| 2015-07-04  | East     | 15.48               |
| 2015-07-05  | East     | 73.776              |
| 2015-07-05  | South    | 28.870000000000005  |
| 2015-07-05  | Central  | 19.0                |
| 2015-07-06  | East     | 1209.4599999999998  |
| 2015-07-06  | West     | 170.352             |
| 2015-07-08  | Central  | 21.12               |
| 2015-07-09  | East     | 1533.3220000000003  |
| 2015-07-09  | Central  | 48.632              |
| 2015-07-09  | South    | 5.16                |
| 2015-07-10  | West     | 43.286              |
| 2015-07-11  | East     | 1813.63             |
| 2015-07-11  | West     | 128.322             |
| 2015-07-12  | Central  | 2052.567            |
| 2015-07-13  | East     | 1952.808            |
| 2015-07-13  | Central  | 41.568              |
| 2015-07-13  | South    | 38.88               |
| 2015-07-14  | West     | 860.916             |
| 2015-07-16  | West     | 2048.8559999999998  |
| 2015-07-16  | East     | 980.53              |
| 2015-07-17  | South    | 231.92              |
| 2015-07-17  | West     | 195.466             |
| 2015-07-17  | Central  | 20.696              |
| 2015-07-18  | West     | 519.96              |
| 2015-07-18  | East     | 152.458             |
| 2015-07-19  | West     | 2.025               |
| 2015-07-20  | Central  | 2693.168            |
| 2015-07-23  | East     | 208.272             |
| 2015-07-24  | South    | 525.95              |
| 2015-07-25  | West     | 1912.808            |
| 2015-07-25  | South    | 457.03999999999996  |
| 2015-07-25  | East     | 25.176              |
| 2015-07-26  | West     | 958.8570000000001   |
| 2015-07-26  | East     | 10.368              |
| 2015-07-27  | South    | 29.97               |
| 2015-07-30  | West     | 226.13              |
| 2015-07-30  | Central  | 217.672             |
| 2015-07-31  | East     | 3419.872            |
| 2015-07-31  | South    | 239.7               |
| 2015-07-31  | Central  | 52.59               |
| 2015-08-01  | West     | 1011.696            |
| 2015-08-02  | West     | 842.268             |
| 2015-08-02  | East     | 448.21000000000004  |
| 2015-08-05  | Central  | 72.65               |
| 2015-08-06  | Central  | 494.86920000000003  |
| 2015-08-07  | South    | 520.03              |
| 2015-08-07  | Central  | 241.34              |
| 2015-08-07  | East     | 184.38              |
| 2015-08-07  | West     | 22.456              |
| 2015-08-08  | East     | 681.4300000000001   |
| 2015-08-08  | West     | 158.672             |
| 2015-08-09  | East     | 3539.754            |
| 2015-08-09  | Central  | 1334.0300000000002  |
| 2015-08-09  | South    | 4.608               |
| 2015-08-10  | West     | 711.784             |
| 2015-08-10  | Central  | 139.69              |
| 2015-08-11  | East     | 149.96              |
| 2015-08-11  | South    | 46.152              |
| 2015-08-13  | East     | 422.856             |
| 2015-08-13  | West     | 82.36               |
| 2015-08-13  | South    | 70.32000000000001   |
| 2015-08-13  | Central  | 11.36               |
| 2015-08-15  | West     | 497.59000000000003  |
| 2015-08-16  | West     | 2200.328            |
| 2015-08-16  | East     | 1178.6040000000003  |
| 2015-08-17  | West     | 329.44              |
| 2015-08-17  | East     | 52.2                |
| 2015-08-21  | East     | 1474.714            |
| 2015-08-21  | West     | 1299.526            |
| 2015-08-21  | South    | 53.28               |
| 2015-08-22  | East     | 66.632              |
| 2015-08-23  | South    | 1142.43             |
| 2015-08-23  | Central  | 59.848              |
| 2015-08-24  | South    | 3747.9300000000003  |
| 2015-08-24  | Central  | 2645.021            |
| 2015-08-24  | East     | 794.672             |
| 2015-08-24  | West     | 7.152               |
| 2015-08-25  | West     | 146.744             |
| 2015-08-25  | Central  | 31.782              |
| 2015-08-27  | West     | 639.974             |
| 2015-08-28  | Central  | 4003.401            |
| 2015-08-28  | West     | 2017.5320000000002  |
| 2015-08-28  | East     | 470.36              |
| 2015-08-29  | Central  | 246.5               |
| 2015-08-31  | West     | 2580.837            |
| 2015-08-31  | Central  | 20.96               |
| 2015-09-01  | East     | 1388.46             |
| 2015-09-01  | West     | 979.104             |
| 2015-09-03  | East     | 1113.536            |
| 2015-09-03  | West     | 552.8779999999999   |
+-------------+----------+---------------------+
| order_date  |  region  |     daily_sales     |
+-------------+----------+---------------------+
| 2015-09-03  | South    | 200.984             |
| 2015-09-03  | Central  | 7.5                 |
| 2015-09-04  | South    | 919.49              |
| 2015-09-04  | Central  | 134.376             |
| 2015-09-04  | West     | 9.762               |
| 2015-09-04  | East     | 7.656               |
| 2015-09-05  | West     | 733.283             |
| 2015-09-05  | Central  | 132.86              |
| 2015-09-05  | South    | 67.96               |
| 2015-09-06  | East     | 618.134             |
| 2015-09-06  | West     | 244.236             |
| 2015-09-06  | South    | 143.284             |
| 2015-09-07  | East     | 2062.4849999999997  |
| 2015-09-07  | West     | 671.93              |
| 2015-09-07  | South    | 140.736             |
| 2015-09-07  | Central  | 47.516              |
| 2015-09-08  | West     | 68.28               |
| 2015-09-08  | South    | 21.36               |
| 2015-09-10  | East     | 708.82              |
| 2015-09-10  | West     | 512.0799999999999   |
| 2015-09-10  | Central  | 194.826             |
| 2015-09-11  | East     | 1481.64             |
| 2015-09-11  | West     | 480.49              |
| 2015-09-12  | East     | 685.8439999999999   |
| 2015-09-12  | West     | 21.98               |
| 2015-09-13  | Central  | 1894.056            |
| 2015-09-13  | West     | 1336.352            |
| 2015-09-13  | South    | 212.95200000000003  |
| 2015-09-13  | East     | 2.412               |
| 2015-09-14  | East     | 1884.1440000000002  |
| 2015-09-14  | West     | 1082.886            |
| 2015-09-14  | South    | 269.49              |
| 2015-09-14  | Central  | 25.9                |
| 2015-09-15  | South    | 2030.694            |
| 2015-09-15  | East     | 289.976             |
| 2015-09-15  | Central  | 215.18              |
| 2015-09-16  | South    | 31.12               |
| 2015-09-17  | East     | 11351.881999999998  |
| 2015-09-17  | South    | 87.168              |
| 2015-09-17  | West     | 57.432              |
| 2015-09-17  | Central  | 28.524              |
| 2015-09-18  | East     | 2503.8199999999997  |
| 2015-09-18  | South    | 717.12              |
| 2015-09-18  | West     | 703.3800000000001   |
| 2015-09-19  | East     | 279.86              |
| 2015-09-19  | South    | 128.32              |
| 2015-09-19  | West     | 92.2                |
| 2015-09-20  | South    | 1664.1319999999998  |
| 2015-09-20  | East     | 123.52799999999999  |
| 2015-09-20  | West     | 45.584              |
| 2015-09-20  | Central  | 2.808               |
| 2015-09-21  | South    | 3631.96             |
| 2015-09-21  | Central  | 1322.7820000000002  |
| 2015-09-21  | East     | 1218.1399999999999  |
| 2015-09-21  | West     | 809.1759999999999   |
| 2015-09-22  | South    | 843.8879999999999   |
| 2015-09-22  | East     | 673.576             |
| 2015-09-22  | West     | 266.03999999999996  |
| 2015-09-24  | Central  | 2245.2799999999997  |
| 2015-09-24  | West     | 1313.302            |
| 2015-09-24  | South    | 517.5               |
| 2015-09-24  | East     | 144.512             |
| 2015-09-25  | West     | 1541.826            |
| 2015-09-25  | East     | 1340.638            |
| 2015-09-25  | Central  | 128.744             |
| 2015-09-25  | South    | 22.549000000000003  |
| 2015-09-26  | West     | 1645.3690000000001  |
| 2015-09-26  | Central  | 1116.48             |
| 2015-09-26  | East     | 960.424             |
| 2015-09-27  | South    | 2026.7800000000002  |
| 2015-09-27  | West     | 274.49              |
| 2015-09-27  | Central  | 81.688              |
| 2015-09-28  | East     | 601.5               |
| 2015-09-28  | West     | 456.864             |
| 2015-10-01  | West     | 712.2239999999999   |
| 2015-10-01  | East     | 334.43              |
| 2015-10-01  | Central  | 111.76              |
| 2015-10-02  | West     | 972.1959999999999   |
| 2015-10-02  | East     | 289.69              |
| 2015-10-02  | South    | 7.38                |
| 2015-10-03  | East     | 154.55200000000002  |
| 2015-10-03  | West     | 120.666             |
| 2015-10-04  | South    | 392.94              |
| 2015-10-04  | East     | 85.68               |
| 2015-10-04  | West     | 26.96               |
| 2015-10-05  | East     | 418.59000000000003  |
| 2015-10-05  | West     | 357.462             |
| 2015-10-05  | South    | 75.04               |
| 2015-10-08  | West     | 145.9               |
| 2015-10-08  | Central  | 76.22               |
| 2015-10-09  | Central  | 1396.3530000000003  |
| 2015-10-09  | East     | 655.88              |
| 2015-10-09  | South    | 81.30199999999999   |
| 2015-10-10  | South    | 1801.632            |
| 2015-10-10  | West     | 438.54600000000005  |
| 2015-10-10  | Central  | 8.016               |
| 2015-10-11  | South    | 979.9455            |
| 2015-10-11  | East     | 31.95               |
| 2015-10-12  | East     | 1878.6580000000001  |
| 2015-10-12  | Central  | 412.24              |
+-------------+----------+---------------------+
| order_date  |  region  |     daily_sales     |
+-------------+----------+---------------------+
| 2015-10-12  | West     | 99.85999999999999   |
| 2015-10-13  | South    | 371.65999999999997  |
| 2015-10-15  | Central  | 3219.5539999999996  |
| 2015-10-16  | East     | 824.97              |
| 2015-10-17  | West     | 77.88               |
| 2015-10-18  | West     | 277.634             |
| 2015-10-18  | Central  | 100.86              |
| 2015-10-19  | West     | 1910.7              |
| 2015-10-19  | Central  | 189.95              |
| 2015-10-19  | East     | 34.44               |
| 2015-10-20  | West     | 695.5260000000001   |
| 2015-10-20  | East     | 24.56               |
| 2015-10-22  | South    | 9.952               |
| 2015-10-22  | Central  | 5.176               |
| 2015-10-23  | West     | 1450.376            |
| 2015-10-23  | Central  | 733.464             |
| 2015-10-23  | South    | 78.456              |
| 2015-10-24  | West     | 454.272             |
| 2015-10-24  | Central  | 376.873             |
| 2015-10-25  | West     | 975.322             |
| 2015-10-25  | East     | 450.09000000000003  |
| 2015-10-26  | West     | 1395.333            |
| 2015-10-28  | South    | 104.51              |
| 2015-10-29  | West     | 244.24              |
| 2015-10-30  | East     | 1035.8              |
| 2015-10-30  | West     | 603.434             |
| 2015-10-30  | Central  | 299.9               |
| 2015-10-30  | South    | 182.91              |
| 2015-10-31  | West     | 3058.149            |
| 2015-10-31  | East     | 82.74               |
| 2015-10-31  | Central  | 70.12               |
| 2015-11-01  | East     | 2796.2659999999996  |
| 2015-11-01  | South    | 301.96              |
| 2015-11-01  | West     | 7.88                |
| 2015-11-02  | East     | 2731.0860000000002  |
| 2015-11-02  | West     | 2225.669            |
| 2015-11-02  | Central  | 374.076             |
| 2015-11-02  | South    | 197.72              |
| 2015-11-03  | East     | 1448.82             |
| 2015-11-03  | West     | 1345.418            |
| 2015-11-03  | Central  | 6.608               |
| 2015-11-05  | South    | 594.136             |
| 2015-11-05  | West     | 161.152             |
| 2015-11-05  | East     | 59.762              |
| 2015-11-05  | Central  | 19.824              |
| 2015-11-06  | West     | 11.481              |
| 2015-11-07  | South    | 1361.6309999999999  |
| 2015-11-07  | East     | 773.08              |
| 2015-11-07  | Central  | 747.642             |
| 2015-11-07  | West     | 190.72              |
| 2015-11-08  | East     | 10337.276           |
| 2015-11-08  | South    | 832.0649999999999   |
| 2015-11-08  | West     | 753.2200000000001   |
| 2015-11-08  | Central  | 274.436             |
| 2015-11-09  | East     | 3521.9120000000003  |
| 2015-11-09  | Central  | 1095.9              |
| 2015-11-09  | West     | 2.48                |
| 2015-11-10  | Central  | 2879.4199999999996  |
| 2015-11-10  | East     | 577.584             |
| 2015-11-10  | West     | 79.9                |
| 2015-11-11  | Central  | 542.178             |
| 2015-11-12  | South    | 792.5079999999999   |
| 2015-11-12  | Central  | 304.22400000000005  |
| 2015-11-12  | West     | 15.7                |
| 2015-11-12  | East     | 15.56               |
| 2015-11-13  | West     | 1505.242            |
| 2015-11-13  | Central  | 842.3152            |
| 2015-11-13  | East     | 810.2               |
| 2015-11-13  | South    | 433.32              |
| 2015-11-14  | West     | 1374.056            |
| 2015-11-14  | South    | 860.07              |
| 2015-11-14  | East     | 278.584             |
| 2015-11-15  | East     | 391.85400000000004  |
| 2015-11-15  | Central  | 270.356             |
| 2015-11-15  | South    | 39.96               |
| 2015-11-16  | Central  | 2528.988            |
| 2015-11-16  | West     | 1020.0959999999999  |
| 2015-11-16  | East     | 523.25              |
| 2015-11-17  | Central  | 2012.38             |
| 2015-11-17  | West     | 1873.606            |
| 2015-11-19  | East     | 867.744             |
| 2015-11-19  | West     | 173.04000000000002  |
| 2015-11-20  | West     | 1175.8439999999998  |
| 2015-11-20  | East     | 827.4159999999999   |
| 2015-11-20  | Central  | 479.988             |
| 2015-11-20  | South    | 377.902             |
| 2015-11-21  | East     | 1776.356            |
| 2015-11-21  | Central  | 1245.5387999999998  |
| 2015-11-21  | West     | 573.504             |
| 2015-11-21  | South    | 18.176              |
| 2015-11-22  | Central  | 305.484             |
| 2015-11-22  | West     | 114.37              |
| 2015-11-22  | East     | 103.61              |
| 2015-11-22  | South    | 91.035              |
| 2015-11-23  | East     | 3063.7              |
| 2015-11-23  | Central  | 386.48799999999994  |
| 2015-11-24  | West     | 1218.7640000000001  |
| 2015-11-25  | South    | 13.12               |
| 2015-11-26  | South    | 692.472             |
| 2015-11-26  | Central  | 599.99              |
+-------------+----------+---------------------+
| order_date  |  region  |     daily_sales     |
+-------------+----------+---------------------+
| 2015-11-26  | East     | 191.62              |
| 2015-11-27  | East     | 2138.4              |
| 2015-11-27  | West     | 505.71              |
| 2015-11-27  | South    | 465.6735            |
| 2015-11-28  | Central  | 1283.804            |
| 2015-11-28  | East     | 527.118             |
| 2015-11-28  | West     | 53.56               |
| 2015-11-29  | Central  | 2699.5640000000003  |
| 2015-11-29  | West     | 60.604              |
| 2015-11-30  | East     | 963.5630000000001   |
| 2015-11-30  | South    | 724.072             |
| 2015-11-30  | West     | 106.88              |
| 2015-11-30  | Central  | 3.882               |
| 2015-12-01  | West     | 6956.646000000001   |
| 2015-12-01  | South    | 125.64              |
| 2015-12-01  | Central  | 48.308              |
| 2015-12-03  | East     | 1324.296            |
| 2015-12-03  | West     | 359.499             |
| 2015-12-03  | South    | 288.84999999999997  |
| 2015-12-04  | East     | 2996.438            |
| 2015-12-04  | South    | 1643.2440000000001  |
| 2015-12-04  | West     | 460.17199999999997  |
| 2015-12-04  | Central  | 85.96               |
| 2015-12-05  | East     | 493.77399999999994  |
| 2015-12-05  | Central  | 210.064             |
| 2015-12-05  | South    | 97.424              |
| 2015-12-05  | West     | 96.06               |
| 2015-12-06  | West     | 2493.8060000000005  |
| 2015-12-06  | East     | 2391.0040000000004  |
| 2015-12-06  | Central  | 1002.7520000000001  |
| 2015-12-06  | South    | 173.94              |
| 2015-12-07  | East     | 801.988             |
| 2015-12-07  | South    | 436.86              |
| 2015-12-07  | West     | 99.45000000000002   |
| 2015-12-08  | Central  | 2199.072            |
| 2015-12-08  | West     | 473.65600000000006  |
| 2015-12-09  | Central  | 34.02               |
| 2015-12-10  | East     | 1835.162            |
| 2015-12-10  | Central  | 1053.518            |
| 2015-12-10  | South    | 129.64              |
| 2015-12-10  | West     | 62.059999999999995  |
| 2015-12-11  | West     | 840.5660000000001   |
| 2015-12-11  | Central  | 530.548             |
| 2015-12-11  | South    | 209.448             |
| 2015-12-11  | East     | 10.332              |
| 2015-12-12  | West     | 1418.2659999999998  |
| 2015-12-12  | Central  | 22.368              |
| 2015-12-12  | East     | 8.22                |
| 2015-12-13  | West     | 966.066             |
| 2015-12-13  | East     | 57.32000000000001   |
| 2015-12-14  | West     | 792.0840000000001   |
| 2015-12-14  | South    | 66.22               |
| 2015-12-15  | East     | 4193.486            |
| 2015-12-15  | West     | 1055.1419999999998  |
| 2015-12-15  | South    | 246.168             |
| 2015-12-16  | West     | 4.98                |
| 2015-12-17  | Central  | 1468.298            |
| 2015-12-17  | West     | 450.19399999999996  |
| 2015-12-18  | East     | 833.752             |
| 2015-12-18  | South    | 94.68799999999999   |
| 2015-12-18  | West     | 6.848               |
| 2015-12-19  | East     | 3866.622            |
| 2015-12-19  | West     | 1941.81             |
| 2015-12-19  | Central  | 312.224             |
| 2015-12-20  | Central  | 964.6099999999999   |
| 2015-12-20  | East     | 55.48               |
| 2015-12-20  | South    | 47.966              |
| 2015-12-20  | West     | 39.408              |
| 2015-12-21  | West     | 1778.9539999999997  |
| 2015-12-21  | Central  | 1349.63             |
| 2015-12-21  | South    | 126.16799999999999  |
| 2015-12-21  | East     | 3.008               |
| 2015-12-22  | East     | 456.193             |
| 2015-12-22  | Central  | 17.12               |
| 2015-12-23  | South    | 194.32              |
| 2015-12-24  | Central  | 4909.610000000001   |
| 2015-12-24  | West     | 1779.722            |
| 2015-12-24  | East     | 795.2339999999999   |
| 2015-12-25  | East     | 2255.5640000000003  |
| 2015-12-25  | West     | 1240.46             |
| 2015-12-25  | South    | 453.36400000000003  |
